time,ECG,BR
151.07,1.511,28.3
151.075,1.468,28.2
151.08,1.467,28.2
151.085,1.496,28.1
151.09,1.514,28
151.095,1.484,28
151.1,1.49,28
151.105,1.526,27.9
151.11,1.538,27.8
151.115,1.507,27.8
151.12,1.509,27.7
151.125,1.517,27.7
151.13,1.518,27.7
151.135,1.496,27.6
151.14,1.52,27.5
151.145,1.573,27.5
151.15,1.595,27.4
151.155,1.569,27.4
151.16,1.583,27.4
151.165,1.609,27.4
151.17,1.614,27.3
151.175,1.575,27.3
151.18,1.571,27.2
151.185,1.571,27.2
151.19,1.545,27.1
151.195,1.49,27.1
151.2,1.49,27.1
151.205,1.529,27
151.21,1.545,27
151.215,1.496,26.9
151.22,1.5,26.9
151.225,1.542,26.9
151.23,1.556,26.8
151.235,1.506,26.8
151.24,1.5,26.7
151.245,1.539,26.6
151.25,1.562,26.6
151.255,1.535,26.7
151.26,1.532,26.7
151.265,1.536,26.7
151.27,1.502,26.7
151.275,1.399,26.6
151.28,1.36,26.6
151.285,1.468,26.6
151.29,1.696,26.6
151.295,1.99,26.6
151.3,2.458,26.5
151.305,2.913,26.4
151.31,3.148,26.4
151.315,3.058,26.4
151.32,2.801,26.4
151.325,2.264,26.5
151.33,1.51,26.5
151.335,1.031,26.5
151.34,0.816,26.5
151.345,0.778,26.4
151.35,0.806,26.4
151.355,0.767,26.4
151.36,0.742,26.4
151.365,0.767,26.4
151.37,0.841,26.3
151.375,0.815,26.3
151.38,0.797,26.2
151.385,0.845,26.1
151.39,0.919,26.1
151.395,1.035,26.1
151.4,1.229,26.1
151.405,1.447,26.1
151.41,1.615,26.1
151.415,1.677,26.1
151.42,1.721,26
151.425,1.767,26
151.43,1.792,26.1
151.435,1.76,26
151.44,1.769,26.1
151.445,1.798,26
151.45,1.815,26
151.455,1.794,26
151.46,1.802,25.9
151.465,1.83,25.9
151.47,1.85,25.9
151.475,1.821,25.8
151.48,1.829,25.8
151.485,1.86,25.8
151.49,1.884,25.8
151.495,1.861,25.8
151.5,1.87,25.8
151.505,1.911,25.8
151.51,1.955,25.8
151.515,1.944,25.7
151.52,1.965,25.7
151.525,2.009,25.7
151.53,2.048,25.6
151.535,2.049,25.7
151.54,2.079,25.6
151.545,2.14,25.6
151.55,2.192,25.7
151.555,2.175,25.6
151.56,2.183,25.7
151.565,2.22,25.6
151.57,2.256,25.6
151.575,2.233,25.6
151.58,2.225,25.6
151.585,2.226,25.6
151.59,2.218,25.6
151.595,2.141,25.6
151.6,2.083,25.7
151.605,2.058,25.6
151.61,2.025,25.6
151.615,1.935,25.6
151.62,1.877,25.6
151.625,1.848,25.6
151.63,1.816,25.5
151.635,1.735,25.5
151.64,1.685,25.5
151.645,1.671,25.5
151.65,1.66,25.4
151.655,1.604,25.4
151.66,1.572,25.4
151.665,1.572,25.4
151.67,1.571,25.4
151.675,1.525,25.4
151.68,1.498,25.4
151.685,1.511,25.4
151.69,1.53,25.5
151.695,1.498,25.5
151.7,1.484,25.5
151.705,1.501,25.4
151.71,1.518,25.4
151.715,1.481,25.4
151.72,1.468,25.3
151.725,1.488,25.3
151.73,1.502,25.3
151.735,1.468,25.3
151.74,1.459,25.3
151.745,1.476,25.3
151.75,1.503,25.3
151.755,1.469,25.4
151.76,1.453,25.3
151.765,1.469,25.3
151.77,1.497,25.3
151.775,1.457,25.4
151.78,1.435,25.3
151.785,1.461,25.3
151.79,1.486,25.3
151.795,1.448,25.3
151.8,1.44,25.3
151.805,1.465,25.3
151.81,1.499,25.2
151.815,1.465,25.2
151.82,1.448,25.2
151.825,1.464,25.2
151.83,1.492,25.2
151.835,1.46,25.1
151.84,1.453,25.2
151.845,1.481,25.2
151.85,1.5,25.2
151.855,1.467,25.2
151.86,1.456,25.2
151.865,1.478,25.2
151.87,1.494,25.2
151.875,1.456,25.2
151.88,1.452,25.1
151.885,1.473,25.1
151.89,1.496,25.1
151.895,1.461,25.1
151.9,1.458,25.1
151.905,1.48,25.1
151.91,1.511,25.1
151.915,1.48,25
151.92,1.467,25.1
151.925,1.493,25.1
151.93,1.521,25.1
151.935,1.493,25.1
151.94,1.482,25
151.945,1.494,25
151.95,1.518,25
151.955,1.494,25
151.96,1.492,25
151.965,1.518,25
151.97,1.543,25
151.975,1.5,24.9
151.98,1.476,25
151.985,1.499,25
151.99,1.554,24.9
151.995,1.542,24.9
152,1.542,24.8
152.005,1.574,24.9
152.01,1.607,24.9
152.015,1.575,24.9
152.02,1.558,25
152.025,1.575,25
152.03,1.607,25
152.035,1.554,25
152.04,1.516,25
152.045,1.507,25
152.05,1.517,24.9
152.055,1.497,24.8
152.06,1.498,24.9
152.065,1.517,24.9
152.07,1.542,24.9
152.075,1.504,24.9
152.08,1.486,24.9
152.085,1.507,24.9
152.09,1.544,24.9
152.095,1.516,25
152.1,1.498,25
152.105,1.514,24.9
152.11,1.546,25
152.115,1.513,24.9
152.12,1.482,24.9
152.125,1.449,24.9
152.13,1.44,24.9
152.135,1.452,25
152.14,1.619,25
152.145,1.921,25
152.15,2.374,25
152.155,2.764,25
152.16,3.039,25
152.165,3.107,25
152.17,2.991,25
152.175,2.515,25.1
152.18,1.707,25.1
152.185,1.193,25.2
152.19,0.984,25.2
152.195,0.859,25.2
152.2,0.851,25.2
152.205,0.871,25.2
152.21,0.886,25.2
152.215,0.855,25.2
152.22,0.88,25.2
152.225,0.931,25.2
152.23,0.936,25.3
152.235,0.921,25.4
152.24,0.957,25.5
152.245,1.085,25.5
152.25,1.273,25.6
152.255,1.411,25.6
152.26,1.537,25.6
152.265,1.653,25.7
152.27,1.72,25.7
152.275,1.71,25.8
152.28,1.711,25.9
152.285,1.748,26
152.29,1.778,26
152.295,1.746,26.1
152.3,1.739,26.1
152.305,1.775,26.2
152.31,1.822,26.3
152.315,1.797,26.2
152.32,1.79,26.3
152.325,1.815,26.3
152.33,1.859,26.3
152.335,1.841,26.4
152.34,1.829,26.5
152.345,1.851,26.6
152.35,1.905,26.6
152.355,1.893,26.7
152.36,1.897,26.7
152.365,1.94,26.8
152.37,1.997,26.8
152.375,1.994,26.9
152.38,2.001,26.9
152.385,2.041,27
152.39,2.106,27.1
152.395,2.117,27.1
152.4,2.137,27.1
152.405,2.175,27.2
152.41,2.232,27.2
152.415,2.221,27.3
152.42,2.219,27.3
152.425,2.242,27.3
152.43,2.277,27.4
152.435,2.222,27.5
152.44,2.166,27.5
152.445,2.14,27.6
152.45,2.127,27.6
152.455,2.042,27.5
152.46,1.966,27.6
152.465,1.919,27.7
152.47,1.898,27.7
152.475,1.81,27.8
152.48,1.744,27.8
152.485,1.718,27.8
152.49,1.71,27.9
152.495,1.639,27.9
152.5,1.581,27.9
152.505,1.575,27.9
152.51,1.598,27.9
152.515,1.551,28
152.52,1.511,28.1
152.525,1.514,28.1
152.53,1.541,28.1
152.535,1.5,28.1
152.54,1.471,28.1
152.545,1.482,28.1
152.55,1.511,28.2
152.555,1.474,28.2
152.56,1.442,28.3
152.565,1.456,28.4
152.57,1.502,28.4
152.575,1.48,28.4
152.58,1.457,28.3
152.585,1.466,28.3
152.59,1.499,28.4
152.595,1.476,28.4
152.6,1.461,28.5
152.605,1.468,28.6
152.61,1.503,28.6
152.615,1.48,28.6
152.62,1.463,28.7
152.625,1.48,28.6
152.63,1.509,28.7
152.635,1.478,28.7
152.64,1.454,28.7
152.645,1.466,28.7
152.65,1.501,28.7
152.655,1.476,28.8
152.66,1.452,28.8
152.665,1.456,28.9
152.67,1.496,28.9
152.675,1.474,28.9
152.68,1.456,28.9
152.685,1.472,29
152.69,1.498,28.9
152.695,1.458,29
152.7,1.444,29
152.705,1.459,28.9
152.71,1.494,29
152.715,1.467,29
152.72,1.452,29.1
152.725,1.464,29.1
152.73,1.498,29.1
152.735,1.47,29.1
152.74,1.45,29.1
152.745,1.469,29.1
152.75,1.505,29.2
152.755,1.471,29.3
152.76,1.45,29.2
152.765,1.476,29.2
152.77,1.514,29.2
152.775,1.494,29.2
152.78,1.469,29.2
152.785,1.481,29.2
152.79,1.515,29.3
152.795,1.494,29.3
152.8,1.476,29.3
152.805,1.497,29.4
152.81,1.535,29.4
152.815,1.506,29.4
152.82,1.486,29.3
152.825,1.513,29.3
152.83,1.548,29.3
152.835,1.507,29.4
152.84,1.482,29.4
152.845,1.513,29.4
152.85,1.559,29.4
152.855,1.553,29.5
152.86,1.555,29.6
152.865,1.587,29.6
152.87,1.636,29.6
152.875,1.607,29.5
152.88,1.573,29.5
152.885,1.572,29.5
152.89,1.611,29.5
152.895,1.579,29.5
152.9,1.532,29.5
152.905,1.522,29.5
152.91,1.545,29.5
152.915,1.515,29.5
152.92,1.497,29.5
152.925,1.521,29.6
152.93,1.561,29.5
152.935,1.531,29.5
152.94,1.508,29.5
152.945,1.529,29.5
152.95,1.566,29.5
152.955,1.534,29.6
152.96,1.513,29.6
152.965,1.535,29.7
152.97,1.565,29.7
152.975,1.522,29.6
152.98,1.469,29.6
152.985,1.429,29.5
152.99,1.427,29.5
152.995,1.441,29.6
153,1.6,29.6
153.005,1.915,29.6
153.01,2.41,29.6
153.015,2.858,29.6
153.02,3.169,29.7
153.025,3.229,29.8
153.03,3.194,29.7
153.035,2.723,29.8
153.04,1.833,29.7
153.045,1.248,29.7
153.05,0.988,29.7
153.055,0.827,29.7
153.06,0.778,29.7
153.065,0.768,29.7
153.07,0.782,29.7
153.075,0.737,29.7
153.08,0.756,29.7
153.085,0.806,29.7
153.09,0.824,29.7
153.095,0.821,29.7
153.1,0.855,29.7
153.105,1.006,29.7
153.11,1.24,29.7
153.115,1.411,29.7
153.12,1.542,29.8
153.125,1.653,29.8
153.13,1.746,29.8
153.135,1.743,29.8
153.14,1.73,29.8
153.145,1.749,29.8
153.15,1.798,29.8
153.155,1.782,29.8
153.16,1.76,29.8
153.165,1.783,29.8
153.17,1.826,29.8
153.175,1.803,29.8
153.18,1.784,29.9
153.185,1.813,29.9
153.19,1.877,30
153.195,1.864,29.9
153.2,1.847,29.9
153.205,1.859,29.8
153.21,1.915,29.8
153.215,1.915,29.7
153.22,1.907,29.7
153.225,1.937,29.7
153.23,2.005,29.7
153.235,2.013,29.7
153.24,2.017,29.8
153.245,2.073,29.8
153.25,2.15,29.8
153.255,2.165,29.7
153.26,2.167,29.7
153.265,2.204,29.7
153.27,2.267,29.6
153.275,2.266,29.6
153.28,2.253,29.6
153.285,2.279,29.6
153.29,2.311,29.7
153.295,2.272,29.8
153.3,2.215,29.8
153.305,2.182,29.7
153.31,2.17,29.7
153.315,2.083,29.7
153.32,1.991,29.7
153.325,1.939,29.6
153.33,1.919,29.6
153.335,1.835,29.6
153.34,1.758,29.6
153.345,1.726,29.6
153.35,1.723,29.6
153.355,1.663,29.7
153.36,1.592,29.7
153.365,1.572,29.6
153.37,1.588,29.6
153.375,1.535,29.6
153.38,1.484,29.6
153.385,1.492,29.7
153.39,1.522,29.7
153.395,1.484,29.7
153.4,1.448,29.7
153.405,1.458,29.7
153.41,1.497,29.7
153.415,1.476,29.7
153.42,1.445,29.7
153.425,1.452,29.8
153.43,1.481,29.7
153.435,1.448,29.7
153.44,1.428,29.7
153.445,1.456,29.7
153.45,1.49,29.7
153.455,1.46,29.7
153.46,1.427,29.7
153.465,1.442,29.7
153.47,1.476,29.6
153.475,1.445,29.6
153.48,1.415,29.6
153.485,1.432,29.7
153.49,1.472,29.8
153.495,1.46,29.8
153.5,1.435,29.7
153.505,1.431,29.7
153.51,1.469,29.7
153.515,1.452,29.7
153.52,1.42,29.8
153.525,1.434,29.8
153.53,1.476,29.7
153.535,1.448,29.7
153.54,1.423,29.7
153.545,1.44,29.7
153.55,1.476,29.7
153.555,1.442,29.8
153.56,1.409,29.7
153.565,1.427,29.7
153.57,1.471,29.7
153.575,1.45,29.6
153.58,1.418,29.6
153.585,1.429,29.7
153.59,1.47,29.6
153.595,1.448,29.7
153.6,1.419,29.7
153.605,1.434,29.7
153.61,1.478,29.7
153.615,1.457,29.7
153.62,1.43,29.7
153.625,1.444,29.7
153.63,1.492,29.7
153.635,1.473,29.7
153.64,1.442,29.6
153.645,1.452,29.6
153.65,1.494,29.6
153.655,1.469,29.6
153.66,1.441,29.7
153.665,1.46,29.6
153.67,1.5,29.6
153.675,1.48,29.6
153.68,1.46,29.5
153.685,1.473,29.6
153.69,1.513,29.6
153.695,1.488,29.6
153.7,1.464,29.7
153.705,1.492,29.7
153.71,1.538,29.7
153.715,1.511,29.8
153.72,1.48,29.8
153.725,1.501,29.8
153.73,1.542,29.7
153.735,1.522,29.7
153.74,1.492,29.7
153.745,1.515,29.6
153.75,1.565,29.7
153.755,1.556,29.7
153.76,1.547,29.6
153.765,1.579,29.6
153.77,1.631,29.6
153.775,1.603,29.6
153.78,1.556,29.7
153.785,1.564,29.7
153.79,1.601,29.6
153.795,1.565,29.6
153.8,1.518,29.6
153.805,1.514,29.7
153.81,1.548,29.7
153.815,1.521,29.7
153.82,1.49,29.6
153.825,1.504,29.5
153.83,1.55,29.5
153.835,1.521,29.6
153.84,1.486,29.6
153.845,1.504,29.6
153.85,1.554,29.6
153.855,1.529,29.6
153.86,1.499,29.6
153.865,1.518,29.6
153.87,1.561,29.6
153.875,1.53,29.6
153.88,1.456,29.6
153.885,1.411,29.6
153.89,1.419,29.6
153.895,1.468,29.6
153.9,1.649,29.5
153.905,2.002,29.6
153.91,2.524,29.6
153.915,2.969,29.6
153.92,3.211,29.6
153.925,3.218,29.5
153.93,3.083,29.5
153.935,2.482,29.5
153.94,1.616,29.5
153.945,1.119,29.5
153.95,0.914,29.5
153.955,0.793,29.5
153.96,0.741,29.6
153.965,0.735,29.7
153.97,0.751,29.7
153.975,0.716,29.6
153.98,0.735,29.6
153.985,0.767,29.5
153.99,0.804,29.5
153.995,0.814,29.5
154,0.855,29.6
154.005,1.027,29.6
154.01,1.284,29.5
154.015,1.467,29.5
154.02,1.59,29.5
154.025,1.687,29.5
154.03,1.754,29.5
154.035,1.746,29.6
154.04,1.728,29.5
154.045,1.754,29.5
154.05,1.801,29.5
154.055,1.792,29.5
154.06,1.772,29.5
154.065,1.786,29.5
154.07,1.83,29.5
154.075,1.813,29.5
154.08,1.786,29.5
154.085,1.818,29.5
154.09,1.866,29.5
154.095,1.855,29.5
154.1,1.826,29.5
154.105,1.852,29.5
154.11,1.917,29.5
154.115,1.917,29.5
154.12,1.903,29.4
154.125,1.942,29.4
154.13,2.011,29.4
154.135,2.017,29.3
154.14,2.001,29.4
154.145,2.046,29.4
154.15,2.122,29.4
154.155,2.143,29.4
154.16,2.141,29.4
154.165,2.183,29.4
154.17,2.244,29.3
154.175,2.24,29.3
154.18,2.225,29.3
154.185,2.254,29.3
154.19,2.3,29.3
154.195,2.276,29.3
154.2,2.212,29.3
154.205,2.178,29.3
154.21,2.17,29.4
154.215,2.095,29.4
154.22,2.005,29.4
154.225,1.969,29.3
154.23,1.954,29.3
154.235,1.871,29.3
154.24,1.781,29.3
154.245,1.745,29.3
154.25,1.742,29.3
154.255,1.687,29.2
154.26,1.615,29.3
154.265,1.599,29.3
154.27,1.615,29.3
154.275,1.574,29.3
154.28,1.518,29.2
154.285,1.518,29.2
154.29,1.553,29.2
154.295,1.522,29.2
154.3,1.484,29.2
154.305,1.486,29.2
154.31,1.52,29.2
154.315,1.493,29.2
154.32,1.457,29.3
154.325,1.471,29.2
154.33,1.509,29.2
154.335,1.489,29.2
154.34,1.445,29.2
154.345,1.458,29.2
154.35,1.498,29.2
154.355,1.478,29.3
154.36,1.443,29.2
154.365,1.453,29.2
154.37,1.496,29.3
154.375,1.482,29.3
154.38,1.439,29.3
154.385,1.443,29.2
154.39,1.482,29.2
154.395,1.467,29.2
154.4,1.444,29.2
154.405,1.455,29.1
154.41,1.492,29.1
154.415,1.476,29.1
154.42,1.437,29
154.425,1.448,28.9
154.43,1.496,28.8
154.435,1.476,28.7
154.44,1.444,28.6
154.445,1.459,28.6
154.45,1.497,28.6
154.455,1.478,28.5
154.46,1.433,28.4
154.465,1.443,28.3
154.47,1.485,28.2
154.475,1.459,28.1
154.48,1.421,28.1
154.485,1.444,28
154.49,1.494,27.9
154.495,1.488,27.9
154.5,1.45,27.8
154.505,1.465,27.8
154.51,1.509,27.7
154.515,1.488,27.6
154.52,1.452,27.6
154.525,1.476,27.6
154.53,1.516,27.6
154.535,1.498,27.6
154.54,1.462,27.5
154.545,1.471,27.5
154.55,1.514,27.4
154.555,1.504,27.4
154.56,1.472,27.3
154.565,1.478,27.3
154.57,1.525,27.3
154.575,1.51,27.2
154.58,1.472,27.2
154.585,1.482,27.2
154.59,1.531,27.2
154.595,1.529,27.2
154.6,1.494,27.1
154.605,1.502,27.1
154.61,1.542,27
154.615,1.53,27
154.62,1.498,27
154.625,1.515,27
154.63,1.562,27
154.635,1.542,26.9
154.64,1.511,26.9
154.645,1.522,26.8
154.65,1.558,26.8
154.655,1.549,26.8
154.66,1.516,26.8
154.665,1.538,26.8
154.67,1.594,26.8
154.675,1.599,26.9
154.68,1.574,26.9
154.685,1.598,26.8
154.69,1.635,26.8
154.695,1.615,26.7
154.7,1.578,26.7
154.705,1.589,26.6
154.71,1.608,26.7
154.715,1.564,26.6
154.72,1.505,26.6
154.725,1.509,26.6
154.73,1.561,26.6
154.735,1.551,26.5
154.74,1.514,26.5
154.745,1.529,26.5
154.75,1.567,26.5
154.755,1.55,26.5
154.76,1.517,26.5
154.765,1.534,26.5
154.77,1.575,26.5
154.775,1.565,26.5
154.78,1.524,26.5
154.785,1.526,26.5
154.79,1.558,26.5
154.795,1.507,26.6
154.8,1.422,26.6
154.805,1.411,26.5
154.81,1.536,26.5
154.815,1.74,26.4
154.82,2.051,26.5
154.825,2.522,26.5
154.83,2.959,26.4
154.835,3.131,26.3
154.84,3.006,26.3
154.845,2.743,26.3
154.85,2.196,26.3
154.855,1.469,26.4
154.86,1.036,26.4
154.865,0.863,26.4
154.87,0.851,26.3
154.875,0.855,26.3
154.88,0.809,26.3
154.885,0.794,26.3
154.89,0.834,26.3
154.895,0.867,26.3
154.9,0.839,26.2
154.905,0.863,26.2
154.91,0.934,26.2
154.915,0.99,26.2
154.92,1.09,26.3
154.925,1.291,26.3
154.93,1.517,26.3
154.935,1.645,26.3
154.94,1.679,26.3
154.945,1.729,26.3
154.95,1.792,26.2
154.955,1.794,26.2
154.96,1.762,26.2
154.965,1.775,26.2
154.97,1.836,26.2
154.975,1.835,26.2
154.98,1.8,26.2
154.985,1.817,26.2
154.99,1.863,26.2
154.995,1.854,26.1
155,1.819,26.1
155.005,1.84,26.1
155.01,1.892,26.1
155.015,1.895,26.1
155.02,1.865,26
155.025,1.887,26.1
155.03,1.946,26
155.035,1.957,26
155.04,1.93,26
155.045,1.956,26.1
155.05,2.029,26.1
155.055,2.053,26.1
155.06,2.039,26.1
155.065,2.071,26.1
155.07,2.135,26.1
155.075,2.148,26.1
155.08,2.136,26.1
155.085,2.171,26
155.09,2.231,26
155.095,2.239,26
155.1,2.2,26
155.105,2.201,26
155.11,2.238,26
155.115,2.21,26
155.12,2.135,26
155.125,2.099,26
155.13,2.091,26
155.135,2.037,26
155.14,1.941,26
155.145,1.906,26
155.15,1.894,26
155.155,1.836,26
155.16,1.766,26
155.165,1.733,26
155.17,1.735,26
155.175,1.69,26
155.18,1.619,26
155.185,1.592,26
155.19,1.607,26
155.195,1.583,25.9
155.2,1.526,25.9
155.205,1.517,26
155.21,1.554,26
155.215,1.539,26
155.22,1.496,26
155.225,1.504,26
155.23,1.54,26
155.235,1.528,26
155.24,1.485,26.1
155.245,1.482,26.1
155.25,1.514,26.1
155.255,1.511,26
155.26,1.478,26
155.265,1.486,26
155.27,1.526,26
155.275,1.523,26.1
155.28,1.484,26.1
155.285,1.488,26.1
155.29,1.517,26.1
155.295,1.504,26.1
155.3,1.473,26
155.305,1.489,26
155.31,1.532,26
155.315,1.526,26.1
155.32,1.478,26.1
155.325,1.478,26.1
155.33,1.513,26.1
155.335,1.51,26.2
155.34,1.474,26.2
155.345,1.477,26.2
155.35,1.51,26.2
155.355,1.504,26.1
155.36,1.471,26.1
155.365,1.478,26.1
155.37,1.517,26.1
155.375,1.511,26.1
155.38,1.468,26.1
155.385,1.477,26.1
155.39,1.52,26.2
155.395,1.51,26.2
155.4,1.462,26.2
155.405,1.471,26.1
155.41,1.507,26.1
155.415,1.503,26.1
155.42,1.472,26.1
155.425,1.484,26.1
155.43,1.522,26.1
155.435,1.514,26.1
155.44,1.48,26.1
155.445,1.49,26.1
155.45,1.525,26.1
155.455,1.528,26
155.46,1.492,26
155.465,1.494,26
155.47,1.525,26
155.475,1.529,26.1
155.48,1.498,26.1
155.485,1.505,26.1
155.49,1.546,26.1
155.495,1.544,26
155.5,1.51,26
155.505,1.523,26
155.51,1.553,26
155.515,1.553,26
155.52,1.516,26
155.525,1.526,26
155.53,1.578,26
155.535,1.6,26
155.54,1.586,26.1
155.545,1.595,26.1
155.55,1.628,26.1
155.555,1.622,26
155.56,1.574,26
155.565,1.577,26
155.57,1.595,26
155.575,1.578,26
155.58,1.523,26
155.585,1.522,26
155.59,1.55,25.9
155.595,1.539,25.9
155.6,1.498,25.9
155.605,1.512,26
155.61,1.551,26
155.615,1.55,26
155.62,1.51,26
155.625,1.516,26
155.63,1.559,26
155.635,1.57,25.9
155.64,1.53,25.9
155.645,1.536,25.9
155.65,1.554,25.9
155.655,1.523,26
155.66,1.444,26
155.665,1.427,26
155.67,1.526,26.1
155.675,1.722,26.1
155.68,1.978,26.1
155.685,2.407,26
155.69,2.834,26.1
155.695,3.067,26
155.7,3.028,26
155.705,2.846,26
155.71,2.365,26.1
155.715,1.612,26.1
155.72,1.117,26.2
155.725,0.906,26.2
155.73,0.874,26.2
155.735,0.913,26.1
155.74,0.89,26.2
155.745,0.87,26.2
155.75,0.905,26.2
155.755,0.963,26.3
155.76,0.944,26.3
155.765,0.922,26.3
155.77,0.974,26.2
155.775,1.03,26.2
155.78,1.103,26.2
155.785,1.265,26.2
155.79,1.478,26.3
155.795,1.631,26.3
155.8,1.677,26.3
155.805,1.714,26.4
155.81,1.76,26.4
155.815,1.766,26.5
155.82,1.728,26.5
155.825,1.739,26.5
155.83,1.789,26.5
155.835,1.806,26.6
155.84,1.771,26.7
155.845,1.78,26.8
155.85,1.823,26.8
155.855,1.831,26.8
155.86,1.795,26.8
155.865,1.812,26.9
155.87,1.855,27
155.875,1.867,27
155.88,1.84,27
155.885,1.86,27.1
155.89,1.912,27.1
155.895,1.932,27.2
155.9,1.909,27.2
155.905,1.929,27.3
155.91,1.994,27.3
155.915,2.034,27.3
155.92,2.017,27.4
155.925,2.045,27.4
155.93,2.101,27.5
155.935,2.131,27.5
155.94,2.116,27.5
155.945,2.145,27.6
155.95,2.195,27.6
155.955,2.208,27.6
155.96,2.171,27.6
155.965,2.169,27.7
155.97,2.195,27.7
155.975,2.187,27.8
155.98,2.112,27.9
155.985,2.066,27.9
155.99,2.049,27.9
155.995,2.011,27.9
156,1.916,27.9
156.005,1.862,27.9
156.01,1.843,28
156.015,1.8,28
156.02,1.714,28.1
156.025,1.685,28.1
156.03,1.677,28.1
156.035,1.649,28.2
156.04,1.58,28.1
156.045,1.562,28.2
156.05,1.577,28.3
156.055,1.566,28.3
156.06,1.502,28.3
156.065,1.488,28.3
156.07,1.515,28.3
156.075,1.514,28.3
156.08,1.466,28.4
156.085,1.464,28.4
156.09,1.498,28.4
156.095,1.515,28.5
156.1,1.469,28.5
156.105,1.463,28.5
156.11,1.494,28.6
156.115,1.502,28.6
156.12,1.46,28.6
156.125,1.455,28.6
156.13,1.493,28.6
156.135,1.51,28.7
156.14,1.478,28.6
156.145,1.484,28.7
156.15,1.517,28.7
156.155,1.522,28.7
156.16,1.474,28.7
156.165,1.468,28.7
156.17,1.494,28.8
156.175,1.499,28.8
156.18,1.464,28.8
156.185,1.462,28.9
156.19,1.486,28.9
156.195,1.486,28.9
156.2,1.451,29
156.205,1.457,28.9
156.21,1.484,29
156.215,1.488,29
156.22,1.444,28.9
156.225,1.448,28.9
156.23,1.49,29
156.235,1.51,28.9
156.24,1.472,28.9
156.245,1.46,29
156.25,1.489,29
156.255,1.494,29.1
156.26,1.455,29.2
156.265,1.452,29.2
156.27,1.482,29.2
156.275,1.497,29.2
156.28,1.457,29.2
156.285,1.462,29.2
156.29,1.488,29.3
156.295,1.497,29.3
156.3,1.468,29.3
156.305,1.468,29.3
156.31,1.501,29.2
156.315,1.514,29.3
156.32,1.482,29.3
156.325,1.48,29.3
156.33,1.51,29.4
156.335,1.527,29.4
156.34,1.498,29.4
156.345,1.484,29.4
156.35,1.505,29.4
156.355,1.524,29.4
156.36,1.501,29.4
156.365,1.515,29.3
156.37,1.561,29.3
156.375,1.591,29.3
156.38,1.569,29.3
156.385,1.575,29.4
156.39,1.598,29.3
156.395,1.597,29.4
156.4,1.566,29.4
156.405,1.55,29.4
156.41,1.548,29.5
156.415,1.544,29.4
156.42,1.502,29.5
156.425,1.493,29.4
156.43,1.516,29.4
156.435,1.539,29.4
156.44,1.511,29.4
156.445,1.515,29.5
156.45,1.538,29.6
156.455,1.541,29.6
156.46,1.51,29.6
156.465,1.504,29.6
156.47,1.518,29.6
156.475,1.534,29.5
156.48,1.508,29.5
156.485,1.513,29.5
156.49,1.51,29.5
156.495,1.465,29.5
156.5,1.385,29.5
156.505,1.422,29.5
156.51,1.625,29.6
156.515,1.928,29.6
156.52,2.331,29.6
156.525,2.787,29.6
156.53,3.131,29.6
156.535,3.212,29.6
156.54,3.056,29.6
156.545,2.607,29.6
156.55,1.817,29.7
156.555,1.263,29.7
156.56,0.933,29.7
156.565,0.79,29.7
156.57,0.81,29.7
156.575,0.839,29.7
156.58,0.782,29.7
156.585,0.765,29.7
156.59,0.825,29.7
156.595,0.87,29.7
156.6,0.806,29.7
156.605,0.815,29.7
156.61,0.894,29.7
156.615,1.048,29.8
156.62,1.208,29.7
156.625,1.402,29.7
156.63,1.583,29.7
156.635,1.703,29.7
156.64,1.71,29.7
156.645,1.714,29.7
156.65,1.75,29.7
156.655,1.786,29.7
156.66,1.758,29.7
156.665,1.763,29.7
156.67,1.794,29.7
156.675,1.819,29.7
156.68,1.786,29.7
156.685,1.788,29.7
156.69,1.819,29.7
156.695,1.847,29.8
156.7,1.833,29.8
156.705,1.842,29.8
156.71,1.869,29.8
156.715,1.901,29.9
156.72,1.885,29.9
156.725,1.9,29.9
156.73,1.936,29.9
156.735,1.974,29.8
156.74,1.967,29.8
156.745,1.984,29.7
156.75,2.033,29.8
156.755,2.077,29.7
156.76,2.064,29.7
156.765,2.087,29.7
156.77,2.147,29.7
156.775,2.196,29.7
156.78,2.189,29.8
156.785,2.195,29.8
156.79,2.225,29.8
156.795,2.26,29.8
156.8,2.228,29.8
156.805,2.2,29.8
156.81,2.208,29.9
156.815,2.196,29.9
156.82,2.118,29.8
156.825,2.057,29.8
156.83,2.024,29.8
156.835,1.983,29.8
156.84,1.893,29.8
156.845,1.829,29.8
156.85,1.798,29.9
156.855,1.77,29.9
156.86,1.695,29.9
156.865,1.646,29.9
156.87,1.636,29.9
156.875,1.629,29.9
156.88,1.571,29.9
156.885,1.539,29.9
156.89,1.538,29.8
156.895,1.536,29.8
156.9,1.49,29.9
156.905,1.474,29.9
156.91,1.49,29.9
156.915,1.503,29.9
156.92,1.47,29.8
156.925,1.462,29.8
156.93,1.48,29.8
156.935,1.496,29.8
